Alloy formula,Al,Cr,Hf,Mo,Nb,Si,Ta,Ti,V,W,Zr,Temperature (C),time (h),specific mass gain (mg/cm2),source
AlMo0.5NbTa0.5TiZr,18.92,0.0,0.0,10.29,20.16,0.0,11.32,19.33,0.0,0.0,19.98,900,20,11.6,https://doi.org/10.1016/j.ijrmhm.2022.105812
Al1.25Mo0.5NbTa0.5TiZr,21.95,0.0,0.0,9.92,19.75,0.0,11.02,18.78,0.0,0.0,18.58,900,20,10.8,https://doi.org/10.1016/j.ijrmhm.2022.105812
Al1.5Mo0.5NbTa0.5TiZr,24.58,0.0,0.0,9.62,19.06,0.0,10.74,17.98,0.0,0.0,18.02,900,20,10.3,https://doi.org/10.1016/j.ijrmhm.2022.105812
AlMo0.5NbTa0.5TiZr,18.92,0.0,0.0,10.29,20.16,0.0,11.32,19.33,0.0,0.0,19.98,1000,20,32.2,https://doi.org/10.1016/j.ijrmhm.2022.105812
Al1.25Mo0.5NbTa0.5TiZr,21.95,0.0,0.0,9.92,19.75,0.0,11.02,18.78,0.0,0.0,18.58,1000,20,28.3,https://doi.org/10.1016/j.ijrmhm.2022.105812
Al1.5Mo0.5NbTa0.5TiZr,24.58,0.0,0.0,9.62,19.06,0.0,10.74,17.98,0.0,0.0,18.02,1000,20,26.4,https://doi.org/10.1016/j.ijrmhm.2022.105812
TaMoCrTiAl,20.2,19.8,0.0,19.5,0.0,0.0,20.1,20.4,0.0,0.0,0.0,1200,20,4.9,https://doi.org/10.1016/j.corsci.2022.110885
TaMoCrTi10Al,22.3,22.6,0.0,22.4,0.0,0.0,22.6,10.1,0.0,0.0,0.0,1200,20,5.8,https://doi.org/10.1016/j.corsci.2022.110885
TaMoCrAl,25.0,24.8,0.0,25.3,0.0,0.0,24.9,0.0,0.0,0.0,0.0,1200,20,0.6,https://doi.org/10.1016/j.corsci.2022.110885
WTaNbTiAl,20.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,1000,20,13.7,https://doi.org/10.1016/j.corsci.2022.110377
Al23Cr20Nb15Ti32Zr10,23.0,20.0,0.0,0.0,15.0,0.0,0.0,32.0,0.0,0.0,10.0,800,20,2.0,https://doi.org/10.1016/j.corsci.2022.110464
Al28Cr20Nb15Ti27Zr10,28.0,20.0,0.0,0.0,15.0,0.0,0.0,27.0,0.0,0.0,10.0,800,20,1.2,https://doi.org/10.1016/j.corsci.2022.110464
Al33Cr20Nb15Ti22Zr10,33.0,20.0,0.0,0.0,15.0,0.0,0.0,22.0,0.0,0.0,10.0,800,20,0.6,https://doi.org/10.1016/j.corsci.2022.110464
CrMoTaTi,0.0,25.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,1000,20,1.5,https://doi.org/10.1016/j.ijrmhm.2021.105755
Al20Cr10Mo10-NTZ,19.4,6.0,0.0,7.8,29.0,0.0,0.0,30.0,0.0,0.0,7.8,1000,20,21.0,https://doi.org/10.1557/jmr.2018.241
Al30Cr10-NTZ,34.6,3.0,0.0,0.0,26.9,0.0,0.0,21.7,0.0,0.0,13.8,1000,20,20.0,https://doi.org/10.1557/jmr.2018.241
Al10Cr30-NTZ,11.4,11.6,0.0,0.0,31.4,0.0,0.0,34.5,0.0,0.0,11.1,1000,20,39.0,https://doi.org/10.1557/jmr.2018.241
TaMoCrTiAl,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,900,20,0.28,https://doi.org/10.1080/09603409.2017.1389115
TaMoCrTiAl,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1000,20,0.56,https://doi.org/10.1080/09603409.2017.1389115
TaMoCrTiAl,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1100,20,1.98,https://doi.org/10.1080/09603409.2017.1389115
NbCrMo0.5Ta0.5TiZr,0.0,18.39,0.0,10.04,21.84,0.0,11.86,19.4,0.0,0.0,18.48,1000,20,44.0,https://doi.org/10.1007/s10853-012-6582-0
CrMoNbTaW,0.0,19.7,0.0,20.3,20.3,0.0,20.4,0.0,0.0,19.3,0.0,800,20,15.0,https://doi.org/10.1021/acsaenm.2c00025
CrMoNbTaW,0.0,19.7,0.0,20.3,20.3,0.0,20.4,0.0,0.0,19.3,0.0,900,20,31.0,https://doi.org/10.1021/acsaenm.2c00025
CrMoNbTaW,0.0,19.7,0.0,20.3,20.3,0.0,20.4,0.0,0.0,19.3,0.0,1000,20,65.0,https://doi.org/10.1021/acsaenm.2c00025
CrMoNbTaW,0.0,19.7,0.0,20.3,20.3,0.0,20.4,0.0,0.0,19.3,0.0,1100,20,83.0,https://doi.org/10.1021/acsaenm.2c00025
Al0.5NbTaTi,8.6,0.0,0.0,0.0,30.1,0.0,35.2,26.1,0.0,0.0,0.0,1000,20,28.602,Tom_ini
Al0.5CrMoNbTi,10.3,21.0,0.0,23.9,23.4,0.0,0.0,21.5,0.0,0.0,0.0,1000,20,1.29,Tom_ini
Al0.5CrMoNbTaTi,6.9,15.7,0.0,20.6,18.7,0.0,21.6,16.5,0.0,0.0,0.0,1000,20,1.564,Tom_ini
CrNbTaTiZr,0.0,21.2,0.0,0.0,19.1,0.0,19.3,19.3,0.0,0.0,21.0,1000,20,59.155,Tom_ini
CrNbTaTiZr-BCC,0.0,12.6,0.0,0.0,27.5,0.0,36.2,15.8,0.0,0.0,7.9,1000,20,134.067,Tom_ini
Al0.5CrNbTaTiZr,10.0,19.6,0.0,0.0,16.3,0.0,17.5,17.0,0.0,0.0,19.5,1000,20,22.949,Tom_ini
Al0.5CrNbTaTiZr-BCC,7.49,15.97,0.0,0.0,23.86,0.0,31.01,14.05,0.0,0.0,7.62,1000,20,79.029,Tom_ini
NbTaTi,0.0,0.0,0.0,0.0,33.1,0.0,36.2,30.7,0.0,0.0,0.0,1000,20,35.29,Tom_ini
Cr0.25NbTaTi,0.0,10.9,0.0,0.0,27.1,0.0,28.8,33.2,0.0,0.0,0.0,1000,20,29.643,Tom_ini
Nb-8Si-9Al-10Ti,9.0,0.0,0.0,0.0,73.0,8.0,0.0,10.0,0.0,0.0,0.0,1000,50,258.0,https://doi.org/10.1016/S1468-6996(02)00005-0
Nb-10Si-9Al-10Ti,9.0,0.0,0.0,0.0,71.0,10.0,0.0,10.0,0.0,0.0,0.0,1000,50,192.0,https://doi.org/10.1016/S1468-6996(02)00005-0
Nb-6Si-11Al-15Ti,11.0,0.0,0.0,0.0,68.0,6.0,0.0,15.0,0.0,0.0,0.0,1000,50,100.0,https://doi.org/10.1016/S1468-6996(02)00005-0
Nb-8Si-11Al-15Ti,11.0,0.0,0.0,0.0,66.0,8.0,0.0,15.0,0.0,0.0,0.0,1000,50,89.0,https://doi.org/10.1016/S1468-6996(02)00005-0
AlTi,53.46,0.0,0.0,0.0,0.0,0.0,0.0,46.54,0.0,0.0,0.0,900,50,1.89,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-10wtCr,47.78,7.17,0.0,0.0,0.0,0.0,0.0,45.05,0.0,0.0,0.0,900,50,6.67,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtCr,53.83,3.15,0.0,0.0,0.0,0.0,0.0,43.02,0.0,0.0,0.0,900,50,10.5,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtMo,50.52,0.0,0.0,1.98,0.0,0.0,0.0,47.5,0.0,0.0,0.0,900,50,1.97,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtNb,51.16,0.0,0.0,0.0,2.51,0.0,0.0,46.33,0.0,0.0,0.0,900,50,1.41,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtNb,51.16,0.0,0.0,0.0,2.51,0.0,0.0,46.33,0.0,0.0,0.0,1000,50,3.74,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtNb,51.16,0.0,0.0,0.0,2.51,0.0,0.0,46.33,0.0,0.0,0.0,1100,50,13.3,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtV,49.6,0.0,0.0,0.0,0.0,0.0,0.0,46.94,3.46,0.0,0.0,900,50,8.96,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtSi,48.49,0.0,0.0,0.0,0.0,5.62,0.0,45.89,0.0,0.0,0.0,900,50,1.19,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtSi,48.49,0.0,0.0,0.0,0.0,5.62,0.0,45.89,0.0,0.0,0.0,1000,50,7.75,https://doi.org/10.1016/0956-716X(95)00327-R
AlTi-5wtSi,48.49,0.0,0.0,0.0,0.0,5.62,0.0,45.89,0.0,0.0,0.0,1100,50,48.8,https://doi.org/10.1016/0956-716X(95)00327-R
Ti-47Al,47.12,0.0,0.0,0.0,0.0,0.0,0.0,52.88,0.0,0.0,0.0,800,50,0.82,https://doi.org/10.1007/BF03027458
Ti-47Al,47.12,0.0,0.0,0.0,0.0,0.0,0.0,52.88,0.0,0.0,0.0,900,50,1.64,https://doi.org/10.1007/BF03027458
Ti-47Al,47.12,0.0,0.0,0.0,0.0,0.0,0.0,52.88,0.0,0.0,0.0,1000,50,19.58,https://doi.org/10.1007/BF03027458
Ti-51Al,50.56,0.0,0.0,0.0,0.0,0.0,0.0,49.44,0.0,0.0,0.0,900,50,1.35,https://doi.org/10.1007/BF03027458
Ti-51Al,50.56,0.0,0.0,0.0,0.0,0.0,0.0,49.44,0.0,0.0,0.0,1000,50,9.13,https://doi.org/10.1007/BF03027458
Ti-43Al2W0.1Si,43.0,0.0,0.0,0.0,0.0,0.1,0.0,54.9,0.0,2.0,0.0,900,50,0.7,https://doi.org/10.1007/BF03027458
Ti-43Al2W0.1Si,43.0,0.0,0.0,0.0,0.0,0.1,0.0,54.9,0.0,2.0,0.0,1000,50,2.42,https://doi.org/10.1007/BF03027458
Ti-39.4Al-10V,39.4,0.0,0.0,0.0,0.0,0.0,0.0,50.6,10.0,0.0,0.0,1000,50,43.81,https://doi.org/10.1007/BF03027458
Ti-48.4Al-1.9W,48.4,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,1.9,0.0,800,50,0.24,https://doi.org/10.1007/BF03027458
Ti-48.4Al-1.9W,48.4,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,1.9,0.0,900,50,0.82,https://doi.org/10.1007/BF03027458
Ti-48.4Al-1.9W,48.4,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,1.9,0.0,1000,50,1.77,https://doi.org/10.1007/BF03027458
Ti-48Al-2Cr2Nb,48.11,2.02,0.0,0.0,2.0,0.0,0.0,47.87,0.0,0.0,0.0,800,50,0.64,https://doi.org/10.1007/BF03027458
Ti-48Al-2Cr2Nb,48.11,2.02,0.0,0.0,2.0,0.0,0.0,47.87,0.0,0.0,0.0,900,50,0.98,https://doi.org/10.1007/BF03027458
Ti-48Al-2Cr2Nb,48.11,2.02,0.0,0.0,2.0,0.0,0.0,47.87,0.0,0.0,0.0,1000,50,3.07,https://doi.org/10.1007/BF03027458
Ti-47Al-4Cr,47.32,3.57,0.0,0.0,0.0,0.0,0.0,49.11,0.0,0.0,0.0,800,50,0.73,https://doi.org/10.1007/BF03027458
Ti-47Al-4Cr,47.32,3.57,0.0,0.0,0.0,0.0,0.0,49.11,0.0,0.0,0.0,1000,50,26.51,https://doi.org/10.1007/BF03027458
Ti45Al8Nb,45.0,0.0,0.0,0.0,8.0,0.0,0.0,47.0,0.0,0.0,0.0,900,50,0.76,https://doi.org/10.1016/j.intermet.2010.04.012
Ti50Al,50.7,0.0,0.0,0.0,0.0,0.0,0.0,49.3,0.0,0.0,0.0,900,50,2.64,https://doi.org/10.1023/A:1018839511102
Ti50Al2Nb,50.2,0.0,0.0,0.0,1.99,0.0,0.0,47.81,0.0,0.0,0.0,900,50,1.49,https://doi.org/10.1023/A:1018839511102
Ti23Al,23.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,900,50,22.51,https://doi.org/10.1023/A:1018839511102
TiAlNb-1,55.82,0.0,0.0,0.0,11.0,0.0,0.0,33.18,0.0,0.0,0.0,900,50,0.57,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-1,55.82,0.0,0.0,0.0,11.0,0.0,0.0,33.18,0.0,0.0,0.0,1000,50,1.32,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-1,55.82,0.0,0.0,0.0,11.0,0.0,0.0,33.18,0.0,0.0,0.0,1100,50,2.26,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-1,55.82,0.0,0.0,0.0,11.0,0.0,0.0,33.18,0.0,0.0,0.0,1200,50,12.31,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-2,61.42,0.0,0.0,0.0,19.64,0.0,0.0,18.94,0.0,0.0,0.0,900,50,10.96,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-2,61.42,0.0,0.0,0.0,19.64,0.0,0.0,18.94,0.0,0.0,0.0,1000,50,18.27,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-2,61.42,0.0,0.0,0.0,19.64,0.0,0.0,18.94,0.0,0.0,0.0,1100,50,38.11,https://doi.org/10.1016/0921-5093(92)90257-2
TiAlNb-2,61.42,0.0,0.0,0.0,19.64,0.0,0.0,18.94,0.0,0.0,0.0,1200,50,63.94,https://doi.org/10.1016/0921-5093(92)90257-2
Cr-12Nb,0.0,88.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,950,50,1.61,https://doi.org/10.1016/0921-5093(96)10197-0
Cr-12Nb-8Al,8.0,80.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,950,50,2.53,https://doi.org/10.1016/0921-5093(96)10197-0
Cr-12Nb-18Al,18.0,70.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,950,50,3.06,https://doi.org/10.1016/0921-5093(96)10197-0
Cr-12Nb-12Al,12.0,76.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,950,50,3.4,https://doi.org/10.1016/0921-5093(96)10197-0
Nb-35Cr,0.0,35.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1100,50,289.89,https://doi.org/10.1016/0022-5088(60)90016-3
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,750,50,0.15,https://doi.org/10.1016/j.scriptamat.2011.10.042
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,820,50,0.42,https://doi.org/10.1016/j.scriptamat.2011.10.042
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,1100,50,1.87,https://doi.org/10.1016/j.scriptamat.2011.10.042
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,1300,50,6.34,https://doi.org/10.1016/j.scriptamat.2011.10.042
CrMo0.5NbTa0.5TiZr,0.0,18.39,0.0,10.04,21.83,0.0,11.86,19.4,0.0,0.0,18.48,1000,50,97.02,https://doi.org/10.1007/s10853-012-6582-0
AlCr2Nb2Ti2Zr,12.5,25.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,12.5,1000,50,23.99,https://doi.org/10.1016/j.jallcom.2020.154427
CrNbTiZr,0.0,24.6,0.0,0.0,26.7,0.0,0.0,23.9,0.0,0.0,24.8,1000,50,83.25,https://doi.org/10.1016/j.jallcom.2017.09.164
AlNb1.5Ta0.5Ti1.5Zr0.5,20.0,0.0,0.0,0.0,30.0,0.0,10.0,30.0,0.0,0.0,10.0,1000,50,37.93,https://doi.org/10.1016/j.jallcom.2019.02.128
AlCrMoTa,25.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1000,50,1.4,https://doi.org/10.1016/j.corsci.2019.108161
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1000,50,1.89,https://doi.org/10.1016/j.corsci.2019.108161
AlCrNbTiZr,20.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,800,50,17.52,https://doi.org/10.1016/j.vacuum.2019.01.026
AlCrNbTiZr,20.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,1000,50,66.18,https://doi.org/10.1016/j.vacuum.2019.01.026
AlCrNbTiZr,20.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,20.0,1200,50,186.28,https://doi.org/10.1016/j.vacuum.2019.01.026
AlTiCrMoNb-4,46.3,5.1,0.0,5.5,3.1,0.0,0.0,40.1,0.0,0.0,0.0,900,50,0.87,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-4,46.3,5.1,0.0,5.5,3.1,0.0,0.0,40.1,0.0,0.0,0.0,1000,50,2.91,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-5,48.6,7.2,0.0,7.2,4.8,0.0,0.0,32.2,0.0,0.0,0.0,900,50,1.14,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-3,46.0,3.0,0.0,2.0,0.5,0.0,0.0,48.5,0.0,0.0,0.0,900,50,1.23,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-3,46.0,3.0,0.0,2.0,0.5,0.0,0.0,48.5,0.0,0.0,0.0,1000,50,1.56,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-1,35.6,4.0,0.0,2.4,1.0,0.0,0.0,57.0,0.0,0.0,0.0,900,50,12.18,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-2,37.7,3.5,0.0,1.5,0.5,0.0,0.0,56.8,0.0,0.0,0.0,900,50,12.22,http://dx.doi.org/10.1016/j.intermet.2013.07.023
HfNbTaTiZr,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,700,50,53.18,https://doi.org/10.1002/adem.201700948
HfNbTaTiZr,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,900,50,38.9,https://doi.org/10.1002/adem.201700948
HfNbTaTiZr,0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,1100,50,52.2,https://doi.org/10.1002/adem.201700948
Al0.3HfNbTaTiZr,5.66,0.0,18.87,0.0,18.87,0.0,18.87,18.87,0.0,0.0,18.87,700,50,11.69,https://doi.org/10.1002/adem.201700948
Al0.3HfNbTaTiZr,5.66,0.0,18.87,0.0,18.87,0.0,18.87,18.87,0.0,0.0,18.87,900,50,16.07,https://doi.org/10.1002/adem.201700948
Al0.3HfNbTaTiZr,5.66,0.0,18.87,0.0,18.87,0.0,18.87,18.87,0.0,0.0,18.87,1100,50,42.68,https://doi.org/10.1002/adem.201700948
Al0.5HfNbTaTiZr,9.09,0.0,18.18,0.0,18.18,0.0,18.18,18.18,0.0,0.0,18.18,700,50,8.65,https://doi.org/10.1002/adem.201700948
Al0.5HfNbTaTiZr,9.09,0.0,18.18,0.0,18.18,0.0,18.18,18.18,0.0,0.0,18.18,900,50,14.48,https://doi.org/10.1002/adem.201700948
Al0.5HfNbTaTiZr,9.09,0.0,18.18,0.0,18.18,0.0,18.18,18.18,0.0,0.0,18.18,1100,50,39.51,https://doi.org/10.1002/adem.201700948
Al0.75HfNbTaTiZr,13.04,0.0,17.39,0.0,17.39,0.0,17.39,17.39,0.0,0.0,17.39,700,50,7.48,https://doi.org/10.1002/adem.201700948
Al0.75HfNbTaTiZr,13.04,0.0,17.39,0.0,17.39,0.0,17.39,17.39,0.0,0.0,17.39,900,50,13.45,https://doi.org/10.1002/adem.201700948
Al0.75HfNbTaTiZr,13.04,0.0,17.39,0.0,17.39,0.0,17.39,17.39,0.0,0.0,17.39,1100,50,35.35,https://doi.org/10.1002/adem.201700948
AlHfNbTaTiZr,16.67,0.0,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,700,50,6.24,https://doi.org/10.1002/adem.201700948
AlHfNbTaTiZr,16.67,0.0,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,900,50,12.61,https://doi.org/10.1002/adem.201700948
AlHfNbTaTiZr,16.67,0.0,16.67,0.0,16.67,0.0,16.67,16.67,0.0,0.0,16.67,1100,50,34.8,https://doi.org/10.1002/adem.201700948
Nb-24Ti-18Si-5Cr-5Al-5Mo,4.8,4.7,0.0,4.9,43.1,18.2,0.0,24.3,0.0,0.0,0.0,800,50,9.25,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo,4.8,5.2,0.0,2.0,45.1,17.5,0.0,25.4,0.0,0.0,0.0,800,50,1.97,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo,4.8,5.2,0.0,2.0,45.1,17.5,0.0,25.4,0.0,0.0,0.0,1200,50,79.6,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo-5Hf,4.6,4.5,5.2,2.0,41.2,18.9,0.0,23.6,0.0,0.0,0.0,800,50,3.12,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo-5Hf,4.6,4.5,5.2,2.0,41.2,18.9,0.0,23.6,0.0,0.0,0.0,1200,50,82.22,https://doi.org/10.1016/j.msea.2006.08.093
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,600,50,4.13,https://doi.org/10.3390/ma11122526
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,700,50,23.27,https://doi.org/10.3390/ma11122526
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,800,50,54.29,https://doi.org/10.3390/ma11122526
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,900,50,222.3,https://doi.org/10.3390/ma11122526
Al-25.5Nb-6Cr-0.5Hf,68.0,6.0,0.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,800,50,1.04,https://doi.org/10.3390/ma12162531
Al-25.5Nb-6Cr-0.5Hf,68.0,6.0,0.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,1200,50,1.51,https://doi.org/10.3390/ma12162531
Al-25.5Nb-6Cr-0.5Hf,68.0,6.0,0.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,1300,50,6.12,https://doi.org/10.3390/ma12162531
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1000,50,1.2,https://doi.org/10.1038/s41598-019-43819-x
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1100,50,2.71,https://doi.org/10.1038/s41598-019-43819-x
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1200,50,4.89,https://doi.org/10.1016/j.intermet.2020.106711
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1300,50,6.9,https://doi.org/10.1016/j.intermet.2020.106711
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1400,50,15.65,https://doi.org/10.1016/j.intermet.2020.106711
Ti2ZrHf0.5VNb0.5Al0.5,9.09,0.0,9.09,0.0,9.09,0.0,0.0,36.36,18.19,0.0,18.18,800,50,137.99,https://doi.org/10.1016/j.matchar.2021.111287
Ti2ZrHf0.5VNb0.5Al1,16.67,0.0,8.33,0.0,8.33,0.0,0.0,33.33,16.67,0.0,16.67,800,50,112.07,https://doi.org/10.1016/j.matchar.2021.111287
AlMo0.5NbTa0.5TiZr,18.92,0.0,0.0,10.29,20.16,0.0,11.32,19.33,0.0,0.0,19.98,800,50,6.46,https://doi.org/10.1016/j.vacuum.2022.111069
Mo0.5NbHf0.25CrTiAl,21.05,21.05,5.26,10.53,21.05,0.0,0.0,21.05,0.0,0.0,0.0,1200,50,77.5,https://doi.org/10.1088/2053-1591/ac8e50
Mo0.5NbHf0.25CrZr0.5TiAl,19.05,19.05,4.76,9.52,19.05,0.0,0.0,19.05,0.0,0.0,9.52,1200,50,191.6,https://doi.org/10.1088/2053-1591/ac8e50
Mo0.5NbHf0.25CrZrTiAl,17.39,17.39,4.35,8.69,17.39,0.0,0.0,17.39,0.0,0.0,17.39,1200,50,208.8,https://doi.org/10.1088/2053-1591/ac8e50
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,700,50,1.7,https://doi.org/10.1016/j.corsci.2022.110153
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,800,50,5.6,https://doi.org/10.1016/j.corsci.2022.110153
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,900,50,9.6,https://doi.org/10.1016/j.corsci.2022.110153
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,1000,50,7.3,https://doi.org/10.1016/j.corsci.2022.110153
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,1100,50,12.5,https://doi.org/10.1016/j.corsci.2022.110153
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,1200,50,21.6,https://doi.org/10.1016/j.corsci.2022.110153
Ti38V15Nb23Hf24,0.0,0.0,24.0,0.0,23.0,0.0,0.0,38.0,15.0,0.0,0.0,1300,50,30.5,https://doi.org/10.1016/j.corsci.2022.110153
Al0.15CrTaTi,4.76,31.74,0.0,0.0,0.0,0.0,31.74,31.74,0.0,0.0,0.0,1000,50,5.5,https://doi.org/10.1016/j.jallcom.2022.167675
Al0.25CrTaTi,7.69,30.77,0.0,0.0,0.0,0.0,30.77,30.77,0.0,0.0,0.0,1000,50,3.3,https://doi.org/10.1016/j.jallcom.2022.167675
Al0.35CrTaTi,10.45,29.85,0.0,0.0,0.0,0.0,29.85,29.85,0.0,0.0,0.0,1000,50,3.3,https://doi.org/10.1016/j.jallcom.2022.167675
AlMo0.5NbTa0.5TiZr,18.92,0.0,0.0,10.29,20.16,0.0,11.32,19.33,0.0,0.0,19.98,900,50,29.1,https://doi.org/10.1016/j.ijrmhm.2022.105812
Al1.25Mo0.5NbTa0.5TiZr,21.95,0.0,0.0,9.92,19.75,0.0,11.02,18.78,0.0,0.0,18.58,900,50,25.0,https://doi.org/10.1016/j.ijrmhm.2022.105812
Al1.5Mo0.5NbTa0.5TiZr,24.58,0.0,0.0,9.62,19.06,0.0,10.74,17.98,0.0,0.0,18.02,900,50,21.9,https://doi.org/10.1016/j.ijrmhm.2022.105812
AlMo0.5NbTa0.5TiZr,18.92,0.0,0.0,10.29,20.16,0.0,11.32,19.33,0.0,0.0,19.98,1000,50,102.2,https://doi.org/10.1016/j.ijrmhm.2022.105812
Al1.25Mo0.5NbTa0.5TiZr,21.95,0.0,0.0,9.92,19.75,0.0,11.02,18.78,0.0,0.0,18.58,1000,50,82.6,https://doi.org/10.1016/j.ijrmhm.2022.105812
